x11,x12,x13,x14,x21,x22,x23,x24,x31,x32,x33,x34,x41,x42,x43,x44,d_x11,d_x12,d_x13,d_x14,d_x21,d_x22,d_x23,d_x24,d_x31,d_x32,d_x33,d_x34,d_x41,d_x42,d_x43,d_x44
1.0,1.7647734,1.0991368,1.4121921,0.9027735,1.0,1.6677125,1.5283194,0.48629767,0.04897692,1.0,0.82251537,1.7885216,1.7196951,1.0675042,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1
1.0,1.4187394,1.3645657,1.6848481,1.1546372,1.0,1.0338162,1.7779614,0.73350227,1.6838317,1.0,0.1706779,0.897964,0.5823928,1.05577,1.0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1
1.0,0.9504492,1.1650045,1.5396407,1.881954,1.0,1.8432361,0.67311794,1.5286396,1.5274509,1.0,0.34757742,0.7724086,0.58170027,1.9337572,1.0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1
1.0,0.59231955,0.8578801,1.1347446,0.7094564,1.0,1.1986141,0.05657195,0.6796223,0.00044339942,1.0,1.2160013,0.18598092,0.4841888,1.6079836,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1.0,1.6284474,0.5542805,1.4122164,1.0909133,1.0,1.3128846,0.026781358,0.3248869,0.5876469,1.0,1.4124706,1.3615216,1.5352342,0.15910313,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1
1.0,0.7136755,1.1367426,1.0070056,1.2533251,1.0,1.5395805,0.24680465,1.362749,0.8042842,1.0,1.3433875,0.7420055,0.092074946,1.928423,1.0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
1.0,1.0625896,1.6393738,1.1292324,0.24551375,1.0,0.34548134,1.6473082,1.3621233,1.8796173,1.0,0.4503262,1.1142751,1.5435445,1.4237766,1.0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0
1.0,1.8705381,1.3696201,0.7346028,1.8215166,1.0,1.7103676,0.21368276,0.58165765,1.5802556,1.0,0.14741187,1.366532,1.59854,1.2835356,1.0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1
1.0,0.043039903,1.1253233,1.7136023,0.15610647,1.0,0.32972744,0.7600158,0.026015347,1.6555258,1.0,0.8718361,1.2035894,1.7000564,0.58252144,1.0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
1.0,0.5327982,0.1324237,0.08311697,1.1054611,1.0,0.14851545,1.8334295,0.2974678,0.18966158,1.0,1.333934,1.451508,1.126408,0.14077944,1.0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1
1.0,0.78493565,0.2706185,0.22643977,1.0444919,1.0,1.037371,1.2262493,1.7552869,1.0084097,1.0,0.5131454,0.6136933,1.1216141,1.5907447,1.0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1
1.0,0.376309,0.18130447,0.66668683,1.3687533,1.0,1.3242552,0.90919024,0.21956107,0.5925119,1.0,0.9943299,0.48732278,1.6506032,0.8666267,1.0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1
1.0,1.8838792,0.2237147,1.538365,0.040372904,1.0,1.7411066,0.70021,1.864959,1.858834,1.0,0.7922109,1.716537,0.91420865,0.2523444,1.0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1
1.0,0.2711309,1.7330531,1.0379261,1.4871815,1.0,0.43092296,1.6966256,1.2004277,0.29541093,1.0,1.7180716,0.9365672,0.6737058,0.6819077,1.0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1
1.0,1.896707,0.6244003,1.5129607,0.571411,1.0,0.035195954,0.25964198,0.5185138,1.740184,1.0,0.9670511,0.21408904,1.1333566,0.19198906,1.0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
1.0,0.48782057,0.12250742,1.2036498,0.2930003,1.0,1.6611047,0.79436564,1.7309501,1.488063,1.0,0.16962259,0.34271452,0.9891603,0.7154963,1.0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1
1.0,1.1094995,0.7749045,1.5098007,1.3778796,1.0,1.5431888,0.79721224,0.23817168,1.6358669,1.0,1.3835253,1.9769318,1.4035234,1.8133714,1.0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0
1.0,0.19464539,1.7450093,1.9204955,0.068307154,1.0,1.6655221,1.3737729,1.9633156,1.5130184,1.0,1.0784866,0.01973472,1.5676295,0.7680036,1.0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
1.0,0.7399255,1.2117159,0.033344254,0.3299522,1.0,1.2198148,0.16442832,1.2727557,1.6824423,1.0,1.0426615,1.8122386,1.4059193,0.41344467,1.0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1
1.0,1.6484048,0.90503496,1.5795351,1.8418454,1.0,1.6092049,0.64594465,1.8252593,0.30667955,1.0,1.2927065,1.4963622,0.100672565,0.53772837,1.0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,1
1.0,0.003834715,1.7799911,0.66946113,1.2331471,1.0,0.123197086,1.0905069,0.44443497,1.404495,1.0,0.49249887,1.7197891,0.35482693,0.9601445,1.0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1
1.0,0.74825376,1.3905338,0.63370025,1.0593107,1.0,1.5714706,0.58707684,0.112698875,0.47410417,1.0,1.7553545,1.3150897,1.2145576,0.06354485,1.0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1
1.0,0.69483286,1.918776,0.3269348,0.17673543,1.0,1.2853967,0.5392172,1.4116417,1.3901837,1.0,1.6693985,0.6475671,1.2463876,1.0800459,1.0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1
1.0,1.1262771,1.9521149,1.5673033,0.961814,1.0,0.5399249,0.08484805,1.1631616,0.84846044,1.0,1.0629251,0.8335683,0.704052,0.08124449,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1.0,0.05093218,0.43060583,0.27237248,1.5888656,1.0,0.6799001,0.026496762,1.8631382,0.6420808,1.0,1.9238697,1.4549041,0.5214837,0.98429096,1.0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1.0,1.6551434,1.0891485,1.3150052,0.72639245,1.0,1.3944806,0.0057646823,1.5677619,0.014466441,1.0,1.1892277,0.21102484,1.1844046,1.5156941,1.0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1
1.0,1.4173434,0.41181976,1.853233,0.6550829,1.0,0.20636578,1.99281,1.3082823,0.9235713,1.0,0.054376643,0.48015928,1.9493781,0.16206305,1.0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
1.0,1.5479443,1.7057463,1.7224566,1.5204443,1.0,1.1631624,1.6262462,0.2776917,0.16284114,1.0,0.6206807,0.00746946,1.033727,0.7459555,1.0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1
1.0,1.3253422,1.1361568,0.5993332,0.9352241,1.0,0.4751721,0.17624508,0.10424265,0.44540626,1.0,0.3012625,0.24983977,0.74659777,0.4763477,1.0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1
1.0,1.9801072,0.49028897,0.081655204,1.2520195,1.0,0.77770305,1.4666637,1.8739659,0.7927105,1.0,1.0283667,0.4689522,0.34794784,0.77736205,1.0,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1
1.0,0.2767905,1.6162163,0.6642906,1.1183119,1.0,1.101547,0.055476185,0.41451687,0.8957936,1.0,0.2506168,0.9180734,1.560967,1.4115748,1.0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1.0,1.5980055,0.5263521,0.28044096,1.9380144,1.0,1.7483757,0.9543445,0.07070418,1.485927,1.0,1.9302616,0.07156112,1.6256233,0.67359626,1.0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1
1.0,0.50323623,1.9868565,0.075697385,0.22943117,1.0,1.4379016,1.8529879,1.6945429,1.9410267,1.0,0.8126308,1.1789002,1.3838979,1.8057623,1.0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1
1.0,0.8313567,1.5427169,1.9961349,0.15753941,1.0,1.8063197,1.7889818,1.7455171,0.55749434,1.0,1.0161934,1.9393456,0.5311251,1.3209922,1.0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
1.0,1.7406876,1.010458,1.9125917,1.7793823,1.0,0.3656359,1.6692982,1.7256387,1.8945566,1.0,0.7370641,1.1737841,0.3157642,1.9923724,1.0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
1.0,1.8377495,1.4247818,0.6662491,1.858769,1.0,0.639922,0.059449393,1.4018161,0.21600315,1.0,1.3121355,1.9367104,0.12835258,1.5196935,1.0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1
1.0,0.024288572,0.3882985,1.9502906,1.1507809,1.0,0.009438714,0.81806445,0.86885285,1.0656068,1.0,0.3079503,0.6367254,0.10597144,1.9930078,1.0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1.0,0.5705264,0.28443575,0.3870691,0.030380687,1.0,1.979379,0.18320188,0.33047998,1.6033937,1.0,1.8955996,0.7294241,0.8561247,0.57280505,1.0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1
1.0,0.7596018,1.318796,1.8267683,1.6256592,1.0,1.728159,1.5826514,0.9414687,1.1075532,1.0,0.11092465,0.64056385,1.826169,1.1972766,1.0,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0
1.0,1.2368623,1.6224773,1.1631715,0.40268758,1.0,0.5925298,1.4507278,1.3754508,1.8465534,1.0,0.77540994,0.09603485,1.3126756,0.02377068,1.0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1
1.0,1.146261,1.574885,0.14050412,0.63859296,1.0,1.7988628,1.2926722,0.809502,1.8440175,1.0,1.3444929,1.4241866,1.0836558,0.9349971,1.0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
1.0,0.8123953,0.18715206,0.38451868,1.9665792,1.0,0.005952274,0.15559031,1.3577809,0.43603322,1.0,0.419644,0.7936853,0.6517724,0.4929673,1.0,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1
1.0,1.8293103,0.3774416,1.7898722,0.3069771,1.0,1.9674059,0.09463588,1.676589,0.3273668,1.0,1.9164,0.23785979,0.753807,1.0163599,1.0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1
1.0,0.49749354,1.8156406,0.016136216,1.9624463,1.0,0.46206033,1.4632624,1.5061224,1.0260382,1.0,0.44532064,0.41597268,1.7846346,0.9176694,1.0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1
1.0,0.78630203,1.8477688,1.3608289,1.2097199,1.0,0.884223,0.64797324,0.557807,0.97028863,1.0,0.52463436,0.14745212,1.9465386,1.1454629,1.0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1
1.0,0.97409534,1.6716933,0.32953322,0.29119468,1.0,1.7204549,1.5292403,0.6560817,1.8670708,1.0,0.7761611,1.1997144,1.9696656,1.4125977,1.0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
1.0,1.7825022,1.0646547,0.934751,1.490788,1.0,1.2662871,0.014053627,1.525622,1.9220586,1.0,1.6334227,0.9471753,1.470719,0.9783182,1.0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1
1.0,0.69639194,1.6732609,0.94033,0.22204737,1.0,1.0557169,0.4968183,1.2774365,0.5914574,1.0,0.28278092,0.81164306,1.1372575,1.0609425,1.0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1
1.0,1.4277573,0.29766262,0.2205053,0.3467284,1.0,0.48966324,0.45730212,1.2552963,0.23881826,1.0,1.8288988,0.23539607,0.4455468,1.8169905,1.0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1
1.0,1.9390948,0.65385646,1.1874095,0.40673468,1.0,0.49060723,1.4415237,0.36840466,1.7720017,1.0,1.5371208,1.771863,0.60476744,0.10357977,1.0,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,1
1.0,0.08789086,1.5518767,0.6430301,1.9040148,1.0,1.205282,1.8156762,0.7140863,0.549307,1.0,1.1177094,0.049394432,0.69745797,0.017272418,1.0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1.0,0.7239033,1.0482869,0.05895088,1.8978302,1.0,0.16824692,1.2121162,1.3420942,0.6417565,1.0,0.30905598,0.34400642,1.6872679,0.8982673,1.0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1
1.0,0.95103544,1.7809147,0.44780418,0.97909033,1.0,0.475858,1.2267774,1.2039969,0.7626158,1.0,0.8966452,0.5394427,1.9905595,1.1569209,1.0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,0
1.0,0.18284906,0.9813915,1.899413,1.0627283,1.0,1.5249587,1.5560148,1.4690737,1.3214345,1.0,0.8606375,0.6806541,1.7912232,0.17151219,1.0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0
1.0,0.6686311,1.6037209,0.24983245,0.7457805,1.0,0.6611757,1.6899574,0.5888061,1.1796563,1.0,0.2193242,0.55685514,1.6323229,0.63388586,1.0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1
1.0,1.831512,1.148078,0.22080004,0.5184212,1.0,0.75845987,1.8564223,0.75836456,1.9740661,1.0,0.55750966,1.0943896,1.6006677,0.49637637,1.0,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1
1.0,0.7257363,1.878949,1.2943319,1.179702,1.0,0.8039229,1.3723984,0.3371001,1.6677544,1.0,0.9562105,0.054914165,0.2937531,1.628737,1.0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1
1.0,1.5235058,1.2536236,1.8959728,1.8608916,1.0,0.22228129,0.83904135,0.79363364,1.0000442,1.0,0.6524623,0.12805356,1.5048175,0.55869514,1.0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1
1.0,1.6827239,0.47649163,0.24120687,1.5620131,1.0,0.34913012,1.1419104,0.12493416,1.1170273,1.0,0.8567875,0.830578,0.17088066,0.16413994,1.0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1
1.0,1.4634422,0.7371143,0.5256514,1.9020859,1.0,1.2539288,0.035732705,0.7640052,0.6251182,1.0,1.5663795,1.1437185,0.1546727,1.9543391,1.0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1
1.0,0.061019193,0.8116409,0.98315156,1.7126149,1.0,0.7045551,0.36860222,0.09043785,0.65702504,1.0,0.35181156,1.3014947,0.40310103,0.74783677,1.0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1
